20-07-08-12-58-19-ee6a0d,1.1.50
20-07-14-16-18-56-47f646,1.1.50
20-07-16-12-49-13-79ed91,1.1.50
20-07-27-03-42-28-dfd602,1.1.50
20-07-29-04-47-07-b36de9,1.1.50
20-07-31-07-33-41-f4bda8,1.1.50
20-08-10-07-52-45-69cad6,1.1.50
20-08-11-13-00-08-3c5f56,1.1.50
20-08-15-13-03-29-c44224,1.1.50
20-08-24-09-47-26-b1935e,1.1.80
20-08-28-13-42-05-f77251,1.1.80
20-09-03-14-34-55-feb577,1.1.80
20-09-09-05-56-07-33b349,1.1.80
20-09-23-10-12-25-72c56a,1.1.90
20-09-27-11-52-42-b18257,1.1.90
20-10-10-08-51-25-a0b050,1.1.90
20-10-12-06-54-26-a874dc,1.1.90
20-10-20-10-31-50-0353fa,1.1.90
20-10-23-12-09-22-22451f,1.1.90
20-10-28-14-27-13-e9358e,1.1.90
20-10-30-07-01-49-c0b8d2,1.2.01
20-11-01-12-18-32-cebe0a,1.2.01
20-11-03-07-52-10-eb3c1c,1.2.01
20-11-10-10-27-52-2cf411,1.2.01
20-11-13-08-15-09-d6f91c,1.2.01
20-11-28-13-12-36-7a2c09,1.2.01
20-12-15-10-24-21-bcc8ba,1.2.10
20-12-21-13-06-28-384437,1.2.10
20-12-30-09-20-08-499e90,1.2.10
20-12-29-12-56-19-bba809,1.2.10
21-01-18-08-31-19-973402,1.2.80
21-01-21-09-13-26-b14fa0,1.2.80
21-01-23-11-52-28-9bbef6,1.2.80
21-01-28-16-10-28-7a4717,1.2.80
21-02-03-10-14-07-b35c16,1.2.80
21-02-03-14-15-22-0255a3,1.2.80
21-02-08-10-04-10-6ca1a8,1.2.80
21-02-24-14-49-28-e9903f,1.2.80
21-03-05-09-35-05-0ed8ea,1.4.01
21-03-11-14-04-07-710103,1.4.01
21-03-26-09-10-35-ad2746,1.4.01
21-03-31-08-05-16-bca992,1.4.01
21-04-14-15-45-46-985250,1.5.01
21-04-20-13-10-55-17ee8d,1.5.01
21-04-23-11-20-15-d7b59f,1.5.01
21-04-29-06-59-59-8dd4f0,1.5.01
21-05-11-07-49-51-05d9c2,1.5.01
21-05-21-15-03-38-fdb18c,1.5.01
21-05-28-09-46-08-b330c3,1.5.20
21-06-03-04-13-26-eabbab,1.5.20
21-06-07-07-59-42-6c9a3f,1.5.20
21-06-15-09-54-40-c564c9,1.5.20
21-06-18-13-47-13-46b6b8,1.5.20
21-06-29-14-22-43-a5e7c6,1.5.40
21-07-05-15-41-17-98c6e2,1.5.40
21-07-09-11-29-30-f11d8b,1.5.40
21-07-19-08-52-45-d4be51,1.5.40
21-07-22-08-22-58-af674c,1.5.40
21-07-31-12-30-08-f990db,1.5.60
21-08-03-12-25-17-c29e7f,1.5.60
21-08-06-06-15-06-6c1ef8,1.5.60
21-08-09-08-07-49-04a9de,1.5.60
21-08-13-11-15-40-b56358,1.5.60
21-08-23-08-54-01-004587,1.5.60
21-08-30-15-38-56-a54a23,1.5.60
21-09-09-07-54-36-7265cb,1.5.60
21-09-17-07-24-20-08136c,1.5.81
21-09-18-15-34-20-30ae91,1.5.81
21-09-19-11-36-27-38d95d,1.5.81
21-09-22-14-28-33-3b3842,1.5.81
21-09-28-11-41-43-f739f9,1.5.81
21-10-07-15-13-51-f0161a,1.5.81
21-10-11-12-30-51-9ab9d9,1.5.81
21-10-15-13-34-40-0fdb28,1.5.81
21-10-22-04-26-44-f96b27,1.5.81
21-10-29-08-48-35-a8c463,1.6.01
21-11-01-10-57-18-571e13,1.6.01
21-11-04-07-40-19-cd5c5b,1.6.01
21-11-10-05-52-36-9b74e0,1.6.01
21-11-19-13-20-14-375409,1.6.01
21-12-01-03-53-27-2e01ea,1.6.01
21-12-08-10-59-09-87369e,1.6.01
21-12-20-11-35-34-2398dd,1.7.01
21-12-25-11-18-44-23a573,1.7.01
21-12-29-09-50-06-64347b,1.7.01
21-12-31-15-44-39-814f71,1.7.01
22-01-10-16-38-42-d230b0,1.7.01
22-01-14-17-58-34-bd68ad,1.7.01
22-01-23-11-00-03-b1a021,1.7.21
22-01-26-13-54-40-f76a9e,1.7.21
22-02-08-12-37-18-a97933,1.7.21
22-02-11-13-53-13-c21f1b,1.7.21
22-02-21-15-47-58-8b3cf8,1.7.21
22-03-12-09-55-09-4c7a6b,1.7.51
22-03-17-14-54-00-9ab42b,1.7.51
22-03-24-16-40-08-3b43fc,1.7.51
22-04-03-19-24-06-a493b6,1.7.51
22-04-14-14-02-32-b365e7,1.8.01
22-04-19-14-08-43-c0b3a6,1.8.01
22-04-24-10-30-40-1c732e,1.8.01
22-05-05-13-02-15-8d3209,1.8.01
22-05-10-14-34-18-989a0f,1.8.01
22-05-19-13-38-44-dd805b,1.8.01
22-06-01-14-23-04-facb66,1.8.01
22-06-13-14-49-43-73a5b4,1.8.21
22-07-03-10-18-57-3d89c9,1.8.41
22-07-14-14-05-38-e852db,1.8.41
22-07-26-12-01-49-1c8fc3,1.8.41
22-08-12-09-22-37-c4cb8c,1.8.61
22-08-23-16-31-51-49ef1f,1.8.61
22-09-02-12-44-50-b4b9f7,1.8.81
22-09-19-15-00-59-ae77d7,1.8.81
22-10-09-13-22-33-73f189,1.9.01
22-10-21-22-14-51-ba22f3,1.9.01
22-11-04-16-30-11-3b94fc,1.9.21
22-11-10-06-33-43-d4232d,1.9.21
22-11-22-10-24-31-71ede3,1.9.21
22-12-14-13-42-39-ee18cc,1.9.42
22-12-27-12-36-28-f56e4a,1.9.42
23-01-01-06-34-53-a02cc6,1.9.42
23-01-11-12-54-27-873b47,1.9.42
23-01-17-18-34-01-50b196,1.9.62
23-01-30-14-05-02-06c33f,1.9.62
23-02-16-12-49-26-689c0c,1.9.62
23-03-04-19-40-05-ed6f46,1.9.81
23-03-16-08-12-20-2eec18,1.9.81
23-04-03-13-44-06-f74296,1.9.91
23-04-09-12-50-07-89ee84,1.9.91
23-04-17-10-48-11-2ed7b5,1.9.91
23-04-28-09-54-27-745e32,2.0.01
23-05-04-12-38-30-79f56b,2.0.01
22-02-28-13-58-37-94bed0,1.7.21
22-03-15-16-19-04-80d3ae,1.7.51
22-03-19-15-00-28-b8bbea,1.7.51
22-03-29-18-57-57-f8d65e,1.7.51
22-04-13-13-21-24-988c59,1.8.01
22-04-19-18-59-30-9d4bf2,1.8.01
22-04-29-19-54-04-f88d0c,1.8.01
22-05-08-10-56-51-fbc337,1.8.01
22-05-16-16-18-40-823a54,1.8.01
22-05-23-12-36-44-4c8a83,1.8.01
22-06-08-09-38-29-c966eb,1.8.21
22-06-20-08-07-10-2dcd81,1.8.21
22-07-07-18-18-07-a68226,1.8.41
22-07-21-16-32-52-9e0df2,1.8.41
22-08-08-18-29-19-2e7be7,1.8.61
22-08-16-13-00-04-1fbccf,1.8.61
22-08-29-13-56-31-95a9a4,1.8.61
22-09-13-17-04-17-641944,1.8.81
22-09-26-11-53-32-47046f,1.9.01
22-10-17-10-47-43-117806,1.9.01
22-10-31-11-19-26-1b0676,1.9.21
22-11-09-13-35-25-3e4019,1.9.21
22-11-11-14-42-37-4e8db4,1.9.21
22-11-29-10-38-08-99d7db,1.9.21
22-12-20-13-30-24-38ef9c,1.9.42
23-01-06-14-42-40-c21272,1.9.42
23-01-14-20-33-13-7a23c9,1.9.62
23-01-27-18-26-29-e696df,1.9.62
23-02-09-05-53-24-d588f9,1.9.62
23-02-22-22-37-04-ef2150,1.9.62
23-03-10-19-53-58-216e5f,1.9.81
23-03-27-11-50-38-b42880,1.9.81
23-04-06-16-40-37-12274d,1.9.91
23-04-10-18-01-07-dc32b5,1.9.91
23-04-23-15-07-53-24a81c,1.9.91
23-05-02-10-28-45-4e1cc8,2.0.01
23-05-11-16-35-19-8a6fe7,2.0.01
23-05-19-08-02-12-33274f,2.0.01
23-05-25-08-29-42-5bba8f,2.0.01
23-06-02-08-53-11-4a65e4,2.0.11
23-06-08-06-12-20-12bb39,2.0.11
23-06-12-15-17-26-5d440f,2.0.11
23-06-16-09-22-23-3c2063,2.0.11
23-06-25-13-09-13-327c56,2.0.11
23-07-05-12-45-41-2d576e,2.0.40
23-07-14-10-11-09-75fcfa,2.0.40
23-07-16-20-56-52-87f207,2.0.40
23-07-24-13-21-30-90fb63,2.0.40
23-07-27-18-50-06-aeb568,2.0.61
23-08-02-06-59-13-d7bbcc,2.0.61
23-08-03-14-53-55-6c0e56,2.0.61
23-08-09-15-08-53-db4955,2.0.61
23-08-25-11-36-41-12f55f,2.0.61
23-09-03-22-22-41-2c49c2,2.0.81
23-09-07-13-39-06-0d4847,2.0.81
23-09-16-10-38-07-f8036d,2.0.81
23-09-20-13-28-42-486799,2.0.81
23-09-27-16-29-46-e9a522,2.0.81
23-09-29-15-41-03-569cae,2.1.01
23-10-08-17-52-18-288259,2.1.01
23-10-18-08-57-00-a2b96e,2.1.01
23-10-31-11-47-45-d410ff,2.1.21
23-11-02-14-02-09-ed1475,2.1.21
23-11-06-08-03-08-a68b02,2.1.21
23-11-13-06-40-13-1003c0,2.1.21
23-12-02-09-28-50-918524,2.1.41
23-12-07-12-04-19-1dcae9,2.1.41
23-12-19-01-36-42-a8909d,2.1.41
23-12-25-13-27-36-ad9fbc,2.1.41
24-01-05-09-28-20-bd7062,2.1.41
24-01-12-07-52-32-80033a,2.1.41
24-01-29-16-06-39-df4e2d,2.2.01
24-02-01-18-25-51-48a953,2.2.01
24-02-02-10-18-07-831ad8,2.2.01
24-02-06-16-52-58-51f4ae,2.2.01
24-02-20-11-33-44-564efb,2.2.01
24-02-26-08-28-19-0f351f,2.2.01
24-03-06-07-46-40-d13e0f,2.2.21
24-03-12-10-00-54-565c2b,2.2.21
24-03-18-14-54-31-f08f85,2.2.21
24-03-29-14-33-44-5002d2,2.2.21
24-04-09-18-51-30-130d51,2.2.41
24-04-11-15-55-07-dc20eb,2.2.41
24-04-16-12-07-38-7be553,2.2.41
24-04-23-17-11-16-67ab0e,2.2.41
24-04-30-14-20-51-275ddf,2.2.61
24-05-01-15-39-54-90349b,2.2.61
24-05-07-14-59-47-e84938,2.2.61
24-05-08-17-17-47-f6390e,2.2.61
24-05-13-13-28-58-962413,2.2.61
24-05-22-06-44-01-4a3244,2.2.61
20-11-22-14-46-59-5ad221,1.2.01
20-12-03-13-59-31-3e5668,1.2.01
21-05-06-11-51-36-5745bd,1.5.01
21-09-16-13-37-58-6725f9,1.5.81
22-01-06-20-31-20-ce087e,1.7.01
22-02-18-07-51-58-42012e,1.7.21
22-04-17-20-21-35-11bf6c,1.8.01
23-01-01-00-02-00-9b623e,1.9.42
23-07-11-14-36-04-2be8b5,2.0.40
23-11-17-08-48-31-26d599,2.1.21
24-04-26-09-22-08-413e02,2.2.41
24-05-28-13-45-33-2fd577,2.2.81
24-06-07-15-11-07-8681f1,2.2.81
24-06-17-14-03-22-a1d97a,2.2.81
24-06-21-09-33-59-503529,2.2.81
24-07-05-08-26-26-cc8da6,2.3.01
24-07-09-15-29-50-f0a675,2.3.01
24-07-15-10-57-16-e6a8d4,2.3.01
24-07-23-15-16-02-a53606,2.3.01
24-07-31-04-23-55-e2099f,2.3.21
24-08-01-19-38-25-0f631d,2.3.21
24-08-06-12-03-44-c219d2,2.3.21
24-08-13-15-06-47-45c4b4,2.3.21
24-08-16-07-54-29-65dc0e,2.3.21
24-08-20-17-10-23-6de62c,2.3.21
24-08-26-16-10-17-fd946e,2.3.21
24-08-30-10-37-03-474f83,2.3.61
24-09-05-09-46-01-db17aa,2.3.61
24-09-12-10-45-00-b73864,2.3.61
24-09-23-11-27-19-c6564b,2.3.61
24-09-29-11-04-03-7156d6,2.3.81
24-10-11-06-39-29-8248aa,2.3.81
24-10-14-21-35-03-2ad088,2.3.81
24-10-17-14-09-00-3afaf6,2.3.81
24-10-24-14-30-30-b63a02,2.3.81
24-10-30-15-08-36-72419d,2.4.01
24-11-01-18-18-57-490182,2.4.01
24-11-06-06-00-35-a898d4,2.4.01
24-11-13-15-14-05-6864ab,2.4.01
24-11-21-11-04-45-bae23b,2.4.01
24-12-04-14-14-07-f01d68,2.4.21
24-12-09-16-51-40-0560bc,2.4.21
24-12-19-11-14-25-66fbf4,2.4.21
24-12-28-16-17-06-54bd34,2.4.21
25-01-08-07-44-44-3d8742,2.4.21
25-01-21-15-29-57-98ea04,2.4.41
25-01-23-12-42-24-1e19eb,2.4.41
25-01-24-15-40-12-ea311c,2.4.41
25-02-07-05-28-44-c1ba2a,2.4.41
25-02-12-10-23-22-1b0fcf,2.4.41
25-02-14-16-11-02-89657b,2.4.41
25-02-19-09-21-28-ba1f4e,2.4.41
25-03-06-16-27-08-c23c8c,2.4.61
25-03-12-13-42-52-16223d,2.4.61
25-03-18-13-18-46-22831e,2.4.61
25-03-27-16-19-10-4d4819,2.4.61
25-04-03-14-16-11_4f0a01,2.5.04
25-04-10-16-28-33_72615d,2.5.04
25-04-17-12-08-05_ffed69,2.5.04
25-04-25-08-42-16_acb2f8,2.5.04
25-04-30-05-10-18_7ba4b2,2.5.60
25-05-01-05-22-15_988a76,2.5.60
25-05-07-08-13-14_2c35c4,2.5.60
25-05-12-15-21-03_779171,2.5.60
25-05-20-12-36-22_4803e1,2.5.60
25-06-03-16-31-44_719db4,2.5.80
25-06-06-14-15-57_2e7016,2.5.80
25-06-11-12-08-09_7c661a,2.5.80
25-06-17-00-20-04_9d5004,2.5.80
25-06-23-09-10-33_9cdff2,2.5.80
25-06-26-04-47-55_47709b,2.5.80
25-07-07-08-45-04_1256ac,2.6.01
